record_type,run_id,model,item_id,artifact_id,message_type,start_time_utc,end_time_utc,processing_time_ms,batch_start_time_utc,batch_end_time_utc,batch_processing_time_ms,char_count,word_count,token_count,predicted_is_hate,hate_score,label_name,ground_truth_is_hate,manual_is_hate,confusion_class,text,notes,processed_items,total_runtime_ms,min_processing_time_ms,max_processing_time_ms,avg_processing_time_ms,avg_char_count,avg_word_count,avg_token_count,tp,fn,fp,tn
ITEM,20260531T112657.506153Z,electra_hatexplain,89,145,,2026-05-31T11:27:07.067+00:00,2026-05-31T11:27:07.186+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,119,20,25,False,0.048310,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,90,145,,2026-05-31T11:27:07.186+00:00,2026-05-31T11:27:07.306+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,113,20,23,False,0.064082,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,91,146,,2026-05-31T11:27:07.306+00:00,2026-05-31T11:27:07.426+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,107,17,25,False,0.060203,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,92,146,,2026-05-31T11:27:07.426+00:00,2026-05-31T11:27:07.546+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,193,31,39,False,0.063215,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,93,147,,2026-05-31T11:27:07.546+00:00,2026-05-31T11:27:07.666+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,88,14,18,False,0.051298,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,94,147,,2026-05-31T11:27:07.666+00:00,2026-05-31T11:27:07.786+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,79,14,20,False,0.068560,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,95,148,,2026-05-31T11:27:07.786+00:00,2026-05-31T11:27:07.906+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,95,18,23,False,0.091933,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,96,148,,2026-05-31T11:27:07.906+00:00,2026-05-31T11:27:08.026+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,109,21,29,False,0.057151,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,97,149,,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:08.377+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,209,36,45,False,0.087457,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,98,149,,2026-05-31T11:27:08.377+00:00,2026-05-31T11:27:08.495+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,95,19,23,False,0.047603,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,99,150,,2026-05-31T11:27:08.495+00:00,2026-05-31T11:27:08.613+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,92,16,23,False,0.068812,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,100,150,,2026-05-31T11:27:08.613+00:00,2026-05-31T11:27:08.731+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,103,16,21,False,0.049905,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,101,151,,2026-05-31T11:27:08.731+00:00,2026-05-31T11:27:08.849+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,53,11,14,True,0.983279,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,102,152,,2026-05-31T11:27:08.849+00:00,2026-05-31T11:27:08.967+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,43,8,11,True,0.987139,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,103,153,,2026-05-31T11:27:08.967+00:00,2026-05-31T11:27:09.085+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,37,7,10,True,0.988541,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,104,154,,2026-05-31T11:27:09.085+00:00,2026-05-31T11:27:09.203+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,47,8,11,True,0.969098,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,105,155,,2026-05-31T11:27:09.203+00:00,2026-05-31T11:27:09.322+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,53,10,13,True,0.645580,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,106,156,,2026-05-31T11:27:09.322+00:00,2026-05-31T11:27:09.440+00:00,118.104,2026-05-31T11:27:08.259+00:00,2026-05-31T11:27:09.542+00:00,1181.044,50,8,11,True,0.970855,hatespeech,True,,TP,,,,,,,,,,,,,,
RUN_SUMMARY,20260531T112657.506153Z,electra_hatexplain,,,,,2026-05-31T11:27:09.558+00:00,,,,,,,,,,,,,,,,106,12543.094,90.232,119.956,110.301,67.92,12.21,16.83,,,,
CONFUSION_MATRIX,20260531T112657.506153Z,electra_hatexplain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,3,82
